interaction_id,account_id,contact_id,channel,outcome,occurred_at
88,7,0,demo,positive,2025-01-25
89,7,0,webinar,neutral,2025-05-13
90,7,0,call,positive,2025-04-08
91,8,0,call,neutral,2025-01-14
92,8,0,demo,neutral,2025-01-07
93,8,0,demo,negative,2025-06-17
94,8,0,webinar,positive,2025-07-09
95,8,0,visit,neutral,2025-07-02
96,8,0,call,neutral,2025-03-11
97,9,0,demo,neutral,2025-05-31
98,9,0,visit,neutral,2025-03-06
99,9,0,call,neutral,2024-09-19
100,9,0,email,neutral,2025-06-13
101,9,0,call,negative,2025-01-29
102,9,0,visit,negative,2025-09-02
103,9,0,visit,positive,2025-05-29
104,9,0,demo,neutral,2024-11-21
105,9,0,webinar,neutral,2024-12-10
106,9,0,webinar,negative,2025-03-26
107,9,0,webinar,positive,2024-12-02
108,9,0,webinar,neutral,2025-04-03
109,9,0,demo,positive,2024-10-05
110,10,0,webinar,neutral,2025-04-07
111,10,0,call,neutral,2024-11-17
112,10,0,visit,neutral,2024-12-14
113,10,0,email,positive,2025-06-22
114,10,0,email,neutral,2025-07-23
115,10,0,email,positive,2025-01-23
116,10,0,visit,negative,2024-10-18
117,10,0,demo,positive,2025-07-30
118,10,0,email,neutral,2025-07-14
119,10,0,call,neutral,2025-05-25
120,10,0,call,positive,2024-10-22
121,10,0,webinar,neutral,2024-12-25
122,10,0,demo,positive,2025-05-01
123,10,0,email,positive,2025-07-17
124,10,0,webinar,neutral,2025-05-19
125,11,0,call,neutral,2025-07-16
126,11,0,webinar,neutral,2025-06-13
127,11,0,demo,neutral,2025-07-31
128,11,0,demo,positive,2025-04-02
129,11,0,email,positive,2025-05-08
130,11,0,visit,positive,2025-06-16
131,11,0,email,neutral,2024-12-21
132,11,0,email,positive,2025-07-07
133,11,0,call,neutral,2025-04-28
134,11,0,email,positive,2024-12-27
135,11,0,email,neutral,2024-10-16
136,11,0,demo,neutral,2025-08-18
137,11,0,webinar,negative,2025-01-23
138,11,0,demo,neutral,2025-01-25
139,12,0,demo,neutral,2024-10-20
140,12,0,email,positive,2024-10-13
141,12,0,webinar,neutral,2025-03-25
142,12,0,visit,neutral,2025-09-03
143,12,0,visit,neutral,2025-03-13
144,12,0,webinar,positive,2025-02-14
145,12,0,webinar,neutral,2024-11-08
146,12,0,call,negative,2025-06-19
147,12,0,webinar,negative,2024-11-04
148,12,0,call,neutral,2024-10-26
149,12,0,webinar,neutral,2025-05-17
150,12,0,webinar,positive,2025-06-03
151,13,0,visit,positive,2024-09-11
152,13,0,call,positive,2025-06-22
153,13,0,call,negative,2024-12-11
154,13,0,visit,neutral,2024-12-04
155,13,0,webinar,positive,2025-09-07
156,13,0,call,neutral,2024-12-13
157,13,0,email,negative,2024-09-17
158,13,0,call,neutral,2024-12-02
159,13,0,demo,positive,2024-09-10
160,13,0,email,negative,2024-09-24
161,13,0,email,neutral,2025-02-16
162,13,0,visit,positive,2024-09-15
163,13,0,webinar,neutral,2024-11-30
164,13,0,email,neutral,2025-02-10
165,13,0,email,positive,2024-11-06
166,13,0,visit,negative,2025-02-12
167,13,0,call,positive,2024-10-22
168,13,0,visit,neutral,2024-10-17
169,13,0,call,positive,2024-12-03
170,13,0,webinar,positive,2025-05-08
171,13,0,call,positive,2025-06-14
172,13,0,visit,neutral,2025-02-15
173,13,0,demo,neutral,2024-12-13
174,14,0,call,neutral,2024-12-31
175,14,0,webinar,negative,2024-09-16
176,14,0,call,neutral,2025-04-15
177,14,0,call,positive,2025-06-11
178,14,0,visit,positive,2024-12-08
179,14,0,call,neutral,2025-03-22
180,14,0,email,neutral,2025-07-03
181,14,0,email,neutral,2025-05-26
182,14,0,webinar,positive,2024-10-13
183,14,0,call,positive,2025-06-04
184,14,0,call,neutral,2025-06-08
185,14,0,demo,neutral,2024-09-30
186,14,0,webinar,positive,2025-06-19
187,14,0,call,neutral,2025-04-16
188,14,0,visit,positive,2025-07-12
189,14,0,email,negative,2024-11-28
190,14,0,email,positive,2024-10-10
191,14,0,visit,negative,2024-11-04
192,15,0,email,neutral,2025-02-23
193,15,0,webinar,positive,2025-02-25
194,15,0,webinar,negative,2025-07-26
195,16,0,demo,negative,2024-12-17
196,16,0,call,neutral,2025-04-01
197,16,0,call,neutral,2025-03-01
198,16,0,webinar,positive,2024-11-14
199,17,0,email,neutral,2024-09-14
200,17,0,visit,neutral,2025-01-07
201,17,0,email,neutral,2024-10-31
202,17,0,demo,positive,2024-09-24
203,17,0,webinar,neutral,2024-12-01
204,17,0,visit,positive,2025-06-08
205,17,0,webinar,negative,2025-05-09
206,17,0,webinar,negative,2025-09-06
207,18,0,email,neutral,2024-09-15
208,18,0,webinar,negative,2025-05-03
209,18,0,email,neutral,2025-03-20
210,18,0,webinar,positive,2025-08-05
211,18,0,visit,positive,2024-10-25
212,19,0,demo,negative,2025-01-29
213,19,0,email,neutral,2024-11-29
214,19,0,email,neutral,2025-06-25
215,19,0,webinar,neutral,2025-05-24
216,19,0,call,positive,2024-09-28
217,19,0,webinar,neutral,2024-10-09
218,19,0,visit,positive,2025-01-31
219,19,0,email,negative,2025-03-28
220,19,0,call,positive,2024-12-09
221,19,0,demo,positive,2025-04-10
222,19,0,webinar,positive,2025-05-01
223,19,0,demo,neutral,2025-03-01
224,19,0,demo,positive,2024-12-15
225,19,0,visit,neutral,2025-02-21
226,19,0,email,positive,2024-11-22
227,19,0,call,negative,2025-04-13
228,19,0,webinar,neutral,2025-03-31
229,19,0,webinar,neutral,2025-04-26
230,19,0,visit,neutral,2025-08-02
231,19,0,webinar,positive,2025-08-17
232,20,0,demo,positive,2024-10-20
233,20,0,demo,positive,2024-11-17
234,21,0,demo,negative,2025-06-05
235,21,0,demo,positive,2025-01-05
236,21,0,call,positive,2024-11-11
237,21,0,call,positive,2025-07-22
238,21,0,call,negative,2025-04-23
239,21,0,call,positive,2025-08-08
240,21,0,demo,neutral,2025-02-28
241,21,0,webinar,neutral,2025-08-09
242,21,0,demo,neutral,2025-04-13
243,21,0,visit,neutral,2025-04-01
244,21,0,visit,positive,2025-04-11
245,21,0,visit,positive,2025-07-09
246,21,0,webinar,positive,2025-04-08
247,21,0,call,positive,2025-04-08
248,21,0,demo,positive,2024-11-21
249,22,0,webinar,positive,2025-01-02
250,22,0,demo,positive,2024-11-01
251,22,0,webinar,neutral,2024-12-04
252,22,0,webinar,positive,2025-06-22
253,22,0,demo,positive,2024-10-12
254,22,0,email,neutral,2025-02-13
255,22,0,visit,neutral,2025-02-19
256,22,0,demo,neutral,2025-01-29
257,22,0,webinar,neutral,2025-07-21
258,22,0,webinar,neutral,2025-01-06
259,22,0,call,positive,2025-08-13
260,22,0,demo,neutral,2025-04-13
261,22,0,demo,positive,2025-06-20
262,22,0,demo,neutral,2024-12-12
263,22,0,call,neutral,2024-11-10
264,22,0,visit,neutral,2024-12-06
265,22,0,webinar,neutral,2025-03-11
266,22,0,demo,neutral,2024-10-06
267,22,0,demo,positive,2025-02-28
268,22,0,visit,neutral,2024-12-14
269,22,0,visit,neutral,2025-03-05
270,22,0,visit,negative,2024-10-08
271,22,0,visit,positive,2025-03-22
272,23,0,email,positive,2025-04-06
273,23,0,call,neutral,2025-02-07
274,23,0,webinar,neutral,2025-04-28
275,23,0,call,neutral,2024-12-24
276,23,0,call,negative,2024-09-18
277,23,0,call,neutral,2024-09-22
278,23,0,email,neutral,2025-06-29
279,23,0,visit,neutral,2025-05-19
280,23,0,email,negative,2025-07-15
281,23,0,visit,neutral,2024-09-30
282,23,0,demo,negative,2025-03-13
283,23,0,email,positive,2024-11-19
284,24,0,webinar,neutral,2025-06-09
285,24,0,webinar,negative,2025-06-05
286,24,0,call,neutral,2024-09-12
287,24,0,webinar,negative,2025-03-01
288,24,0,email,neutral,2024-10-30
289,24,0,webinar,positive,2025-06-26
290,24,0,demo,negative,2024-11-09
291,24,0,visit,negative,2025-04-01
292,24,0,visit,positive,2024-09-15
293,24,0,call,neutral,2024-11-22
294,25,0,visit,neutral,2025-08-10
295,25,0,webinar,neutral,2025-02-11
296,25,0,webinar,positive,2025-01-04
297,25,0,email,positive,2025-04-07
298,25,0,call,negative,2025-04-05
299,25,0,visit,positive,2024-09-15
300,25,0,webinar,neutral,2025-08-01
301,25,0,call,positive,2025-07-06
302,25,0,call,neutral,2025-07-30
303,26,0,webinar,positive,2025-05-31
304,26,0,demo,positive,2025-08-16
305,26,0,call,positive,2025-02-09
306,26,0,visit,neutral,2024-11-04
307,26,0,webinar,positive,2025-01-31
308,26,0,visit,negative,2025-03-31
309,26,0,call,positive,2024-11-20
310,26,0,visit,neutral,2025-09-04
311,26,0,webinar,positive,2024-10-14
312,26,0,demo,neutral,2025-07-16
313,26,0,call,negative,2025-01-11
314,26,0,demo,positive,2025-02-02
315,26,0,demo,positive,2025-03-13
316,26,0,webinar,positive,2025-03-19
317,26,0,call,neutral,2025-06-19
318,26,0,email,neutral,2025-05-03
319,26,0,visit,neutral,2025-09-02
320,26,0,webinar,neutral,2025-01-17
321,26,0,email,positive,2024-11-30
322,26,0,demo,neutral,2024-12-23
323,26,0,webinar,positive,2025-03-20
324,26,0,demo,neutral,2025-06-11
325,27,0,visit,positive,2025-07-11
326,27,0,demo,negative,2025-07-20
327,27,0,email,negative,2025-04-03
328,27,0,call,negative,2025-02-27
329,27,0,demo,positive,2025-03-04
330,27,0,webinar,negative,2024-10-26
331,27,0,demo,negative,2025-06-29
332,28,0,webinar,neutral,2025-02-20
333,28,0,call,neutral,2025-08-11
334,28,0,visit,neutral,2025-01-28
335,28,0,visit,neutral,2025-04-10
336,28,0,webinar,neutral,2025-07-15
337,28,0,call,neutral,2025-08-12
338,29,0,visit,positive,2024-12-19
339,29,0,demo,neutral,2024-10-06
340,29,0,email,positive,2025-08-31
341,29,0,email,neutral,2025-04-24
342,29,0,demo,neutral,2025-02-05
343,29,0,email,negative,2025-08-04
344,29,0,email,negative,2025-01-12
345,29,0,email,neutral,2024-11-27
346,29,0,demo,positive,2025-03-19
347,29,0,webinar,negative,2025-08-05
348,29,0,call,positive,2025-02-23
349,29,0,webinar,positive,2025-01-07
350,29,0,call,neutral,2025-05-19
351,29,0,webinar,positive,2024-12-08
352,29,0,email,neutral,2025-03-06
353,29,0,visit,neutral,2024-12-16
354,29,0,visit,negative,2025-08-27
355,29,0,webinar,positive,2025-06-09
356,29,0,demo,neutral,2025-05-03
357,29,0,call,positive,2025-05-29
358,29,0,webinar,positive,2025-07-02
359,30,0,visit,neutral,2025-05-27
360,30,0,webinar,neutral,2025-07-20
361,30,0,email,positive,2025-04-11
362,30,0,webinar,positive,2025-05-30
363,30,0,email,positive,2025-01-28
364,30,0,visit,positive,2025-01-14
365,30,0,email,positive,2025-09-03
366,30,0,webinar,positive,2025-03-26
367,30,0,demo,neutral,2024-11-18
368,30,0,call,neutral,2025-02-27
369,30,0,webinar,neutral,2025-09-01
370,30,0,webinar,neutral,2025-05-06
371,30,0,demo,positive,2025-08-03
372,30,0,demo,neutral,2024-09-30
373,31,0,email,neutral,2024-10-14
374,31,0,webinar,negative,2025-03-10
375,31,0,demo,positive,2024-09-16
376,31,0,visit,neutral,2025-04-28
377,31,0,call,positive,2025-02-25
378,31,0,demo,positive,2025-08-06
379,31,0,visit,neutral,2025-08-11
380,31,0,email,neutral,2025-03-06
381,31,0,demo,neutral,2025-07-15
382,31,0,call,positive,2025-09-02
383,31,0,demo,positive,2024-12-18
384,31,0,visit,positive,2024-11-25
385,31,0,visit,negative,2025-02-21
386,31,0,visit,negative,2024-12-17
387,31,0,email,neutral,2024-09-19
388,32,0,call,positive,2024-10-31
389,32,0,visit,positive,2025-03-29
390,32,0,email,negative,2024-11-01
391,32,0,email,positive,2025-02-27
392,32,0,call,positive,2025-07-03
393,32,0,visit,neutral,2025-08-28
394,32,0,visit,neutral,2025-06-28
395,32,0,email,positive,2025-07-04
396,32,0,visit,neutral,2025-06-05
397,32,0,visit,positive,2025-05-05
398,32,0,call,neutral,2025-03-23
399,32,0,email,negative,2024-11-02
400,32,0,visit,positive,2025-06-23
401,32,0,visit,positive,2025-05-07
402,32,0,demo,neutral,2025-03-12
403,32,0,email,neutral,2025-06-14
404,32,0,demo,neutral,2025-07-23
405,32,0,call,neutral,2024-10-02
406,33,0,demo,positive,2025-01-02
407,33,0,call,neutral,2025-03-01
408,33,0,visit,positive,2024-11-12
409,33,0,webinar,positive,2025-03-29
410,33,0,demo,positive,2025-08-13
411,33,0,call,positive,2025-06-06
412,33,0,email,positive,2024-12-06
413,33,0,call,positive,2024-11-12
414,33,0,call,positive,2025-06-01
415,33,0,email,positive,2025-04-09
416,33,0,email,positive,2025-05-07
417,33,0,call,positive,2025-02-01
418,33,0,webinar,negative,2025-05-25
419,33,0,demo,neutral,2025-05-04
420,33,0,visit,positive,2024-11-22
421,33,0,webinar,neutral,2025-08-27
422,33,0,demo,negative,2024-12-16
423,33,0,visit,neutral,2025-07-09
424,34,0,webinar,negative,2024-11-19
425,34,0,visit,negative,2025-05-19
426,34,0,visit,positive,2025-08-05
427,34,0,email,positive,2024-12-02
428,34,0,webinar,neutral,2025-01-13
429,34,0,demo,negative,2024-12-02
430,34,0,email,positive,2025-02-01
431,34,0,demo,positive,2025-08-04
432,34,0,webinar,positive,2025-04-11
433,34,0,demo,neutral,2025-03-29
434,34,0,call,positive,2025-04-19
435,34,0,demo,neutral,2024-10-23
436,34,0,webinar,neutral,2024-10-18
437,34,0,call,positive,2025-05-12
438,34,0,email,positive,2025-04-09
439,34,0,webinar,neutral,2025-03-10
440,34,0,visit,neutral,2025-05-03
441,34,0,demo,negative,2025-04-11
442,35,0,webinar,negative,2025-09-06
443,35,0,demo,positive,2025-02-10
444,35,0,visit,positive,2024-10-06
445,35,0,demo,neutral,2025-06-18
446,35,0,email,negative,2025-05-16
447,35,0,call,neutral,2024-10-01
448,35,0,webinar,positive,2025-04-22
449,36,0,call,positive,2025-02-03
450,36,0,visit,positive,2024-11-16
451,36,0,call,positive,2025-03-06
452,36,0,email,negative,2025-01-10
453,36,0,email,positive,2024-10-02
454,36,0,call,neutral,2025-07-03
455,36,0,visit,positive,2025-02-07
456,36,0,webinar,negative,2025-03-31
457,36,0,webinar,negative,2025-08-02
458,37,0,visit,negative,2025-06-07
459,37,0,call,positive,2024-10-08
460,37,0,demo,negative,2025-02-08
461,37,0,email,positive,2025-05-06
462,37,0,visit,neutral,2025-01-03
463,37,0,call,negative,2025-05-19
464,37,0,email,neutral,2024-10-31
465,37,0,call,positive,2025-01-29
466,37,0,webinar,positive,2025-07-28
467,37,0,webinar,positive,2025-02-06
468,37,0,demo,neutral,2024-11-22
469,37,0,demo,positive,2025-04-15
470,38,0,demo,neutral,2025-05-15
471,38,0,visit,positive,2025-04-27
472,38,0,visit,positive,2025-05-23
473,38,0,webinar,positive,2025-04-27
474,38,0,webinar,neutral,2025-04-21
475,38,0,email,positive,2025-06-05
476,38,0,webinar,neutral,2025-04-20
477,38,0,call,neutral,2025-02-26
478,38,0,email,neutral,2025-04-24
479,38,0,call,neutral,2024-09-22
480,38,0,email,neutral,2024-10-12
481,38,0,demo,negative,2025-08-18
482,38,0,demo,positive,2024-12-28
483,38,0,visit,positive,2025-03-26
484,38,0,webinar,neutral,2025-02-16
485,38,0,call,negative,2024-12-09
486,38,0,visit,neutral,2024-12-19
487,38,0,visit,neutral,2025-01-23
488,38,0,visit,positive,2024-12-08
489,38,0,call,positive,2024-10-27
490,38,0,call,neutral,2025-02-18
491,39,0,visit,positive,2025-03-15
492,39,0,email,neutral,2024-10-17
493,39,0,email,positive,2025-05-19
494,39,0,demo,neutral,2025-03-12
495,39,0,call,positive,2025-08-09
496,39,0,demo,neutral,2025-06-30
497,39,0,webinar,positive,2025-02-07
498,39,0,email,positive,2025-01-31
499,39,0,webinar,positive,2025-08-13
500,39,0,call,neutral,2024-10-16
501,39,0,demo,neutral,2024-09-14
502,39,0,visit,neutral,2025-06-24
503,39,0,visit,positive,2024-10-26
504,39,0,visit,neutral,2024-11-26
505,39,0,visit,negative,2025-05-25
506,39,0,demo,positive,2025-01-27
507,39,0,email,positive,2025-04-19
508,39,0,email,positive,2024-12-05
509,39,0,call,neutral,2025-06-01
510,39,0,visit,negative,2024-11-12
511,39,0,call,positive,2024-11-06
512,40,0,webinar,positive,2025-04-15
513,40,0,email,positive,2025-08-10
514,41,0,call,neutral,2025-07-26
515,41,0,visit,neutral,2025-04-08
516,41,0,email,neutral,2025-07-14
517,41,0,call,neutral,2025-05-20
518,41,0,webinar,negative,2025-08-05
519,41,0,email,neutral,2024-11-09
520,41,0,call,positive,2025-01-14
521,41,0,call,neutral,2024-12-29
522,41,0,email,neutral,2024-09-28
523,41,0,call,negative,2025-09-08
524,41,0,demo,positive,2024-12-25
525,41,0,call,positive,2025-05-22
526,41,0,demo,positive,2025-02-22
527,41,0,visit,neutral,2025-03-21
528,41,0,webinar,neutral,2025-05-28
529,41,0,visit,negative,2025-08-29
530,41,0,call,neutral,2025-04-16
531,41,0,call,neutral,2024-09-30
532,41,0,demo,neutral,2025-08-04
533,41,0,webinar,positive,2024-10-09
534,41,0,visit,positive,2024-11-11
535,41,0,visit,neutral,2025-05-04
536,41,0,email,positive,2025-04-06
537,41,0,email,positive,2024-12-04
538,42,0,demo,neutral,2025-07-16
539,42,0,visit,neutral,2024-10-26
540,43,0,demo,positive,2024-09-21
541,43,0,call,positive,2025-04-03
542,43,0,call,neutral,2025-07-29
543,43,0,demo,positive,2025-07-06
544,43,0,webinar,positive,2025-05-09
545,44,0,email,positive,2025-02-05
546,44,0,visit,neutral,2024-12-07
547,44,0,call,positive,2025-09-05
548,44,0,email,positive,2024-09-13
549,44,0,email,neutral,2025-07-02
550,44,0,email,neutral,2025-02-18
551,44,0,visit,neutral,2024-11-24
552,44,0,email,neutral,2024-10-19
553,44,0,webinar,positive,2025-06-10
554,44,0,visit,neutral,2025-05-23
555,44,0,demo,neutral,2024-10-04
556,44,0,call,neutral,2024-09-19
557,44,0,email,positive,2025-02-25
558,44,0,demo,positive,2025-07-31
559,44,0,demo,positive,2025-02-28
560,44,0,call,neutral,2024-10-04
561,44,0,demo,negative,2025-06-28
562,44,0,demo,positive,2025-08-04
563,44,0,call,neutral,2024-12-18
564,44,0,email,neutral,2024-12-31
565,44,0,demo,neutral,2024-12-07
566,45,0,email,neutral,2025-03-22
567,45,0,demo,neutral,2025-07-01
568,45,0,webinar,neutral,2025-07-01
569,45,0,webinar,negative,2025-01-07
570,45,0,call,positive,2025-03-11
571,45,0,visit,neutral,2024-12-31
572,45,0,visit,positive,2024-11-07
573,45,0,visit,neutral,2025-03-17
574,45,0,visit,neutral,2024-12-07
575,45,0,webinar,neutral,2025-01-25
576,45,0,webinar,neutral,2025-05-28
577,45,0,visit,neutral,2024-09-29
578,45,0,call,positive,2024-11-29
579,45,0,visit,negative,2024-11-05
580,45,0,webinar,positive,2025-02-19
581,45,0,visit,positive,2025-04-16
582,45,0,webinar,neutral,2025-09-03
583,45,0,visit,neutral,2025-04-23
584,46,0,webinar,negative,2025-05-08
585,46,0,call,neutral,2025-03-30
586,46,0,email,positive,2024-12-19
587,46,0,webinar,positive,2025-04-27
588,46,0,call,negative,2025-07-18
589,46,0,email,positive,2025-04-26
590,46,0,demo,positive,2025-03-09
591,46,0,call,positive,2025-08-01
592,47,0,webinar,neutral,2024-11-08
593,47,0,call,neutral,2025-02-12
594,47,0,demo,neutral,2024-10-15
595,47,0,call,negative,2025-06-30
596,47,0,demo,neutral,2024-10-04
597,47,0,visit,positive,2024-09-13
598,47,0,demo,neutral,2024-12-11
599,47,0,call,neutral,2025-06-28
600,47,0,demo,neutral,2024-12-01
601,47,0,email,positive,2024-12-22
602,47,0,demo,negative,2025-02-03
603,47,0,visit,neutral,2025-08-19
604,47,0,visit,neutral,2024-10-23
605,47,0,call,positive,2024-10-26
606,47,0,email,neutral,2024-12-27
607,47,0,call,positive,2025-04-30
608,47,0,visit,positive,2024-10-11
609,47,0,call,neutral,2025-05-04
610,47,0,email,neutral,2024-11-18
611,47,0,demo,positive,2025-05-25
612,48,0,call,neutral,2024-10-11
613,48,0,email,neutral,2024-10-15
614,48,0,webinar,neutral,2025-01-22
615,48,0,visit,negative,2025-01-19
616,48,0,demo,neutral,2025-09-03
617,48,0,call,positive,2025-02-07
618,48,0,demo,neutral,2025-04-24
619,48,0,call,positive,2025-03-07
620,48,0,demo,neutral,2025-04-02
621,48,0,demo,negative,2025-06-10
622,48,0,visit,positive,2025-04-25
623,48,0,demo,neutral,2025-07-08
624,48,0,email,neutral,2025-05-24
625,48,0,webinar,positive,2025-03-11
626,48,0,visit,positive,2024-09-28
627,48,0,email,neutral,2024-12-30
628,48,0,demo,neutral,2025-06-05
629,48,0,webinar,neutral,2025-08-28
630,48,0,email,neutral,2025-01-05
631,48,0,email,positive,2025-03-04
632,48,0,webinar,neutral,2025-04-17
633,48,0,call,positive,2025-08-03
634,48,0,webinar,neutral,2024-09-11
635,48,0,visit,neutral,2025-02-18
636,49,0,webinar,neutral,2025-07-13
637,49,0,demo,positive,2024-11-21
638,49,0,demo,positive,2025-07-20
639,49,0,demo,positive,2025-05-27
640,49,0,call,positive,2024-12-20
641,49,0,visit,positive,2025-02-01
642,49,0,call,neutral,2025-06-26
643,49,0,visit,neutral,2025-08-08
644,49,0,demo,neutral,2025-01-20
645,49,0,call,positive,2024-10-29
646,49,0,demo,positive,2024-12-16
647,49,0,visit,negative,2025-04-27
648,49,0,demo,neutral,2025-02-14
649,49,0,webinar,neutral,2024-11-08
650,49,0,webinar,positive,2024-12-26
651,49,0,call,neutral,2025-08-02
652,49,0,email,neutral,2024-11-20
653,49,0,email,negative,2025-08-21
654,49,0,demo,neutral,2024-10-08
655,49,0,webinar,positive,2025-05-18
656,49,0,visit,positive,2025-07-21
657,50,0,visit,negative,2024-10-30
658,50,0,email,negative,2024-11-13
659,50,0,email,negative,2024-10-24
660,50,0,demo,neutral,2025-06-17
661,50,0,webinar,positive,2025-02-13
662,50,0,call,positive,2025-02-17
663,50,0,demo,neutral,2025-05-26
664,50,0,demo,neutral,2025-08-09
665,50,0,webinar,neutral,2024-10-20
666,50,0,email,positive,2025-03-03
667,51,0,demo,positive,2025-06-10
668,51,0,webinar,neutral,2024-12-23
669,51,0,visit,negative,2024-09-12
670,51,0,email,negative,2025-06-04
671,51,0,webinar,neutral,2025-05-08
672,51,0,webinar,neutral,2025-09-07
673,51,0,demo,neutral,2025-08-15
674,51,0,demo,neutral,2025-06-15
675,51,0,visit,negative,2025-08-15
676,51,0,email,neutral,2025-06-25
677,51,0,call,positive,2025-02-25
678,51,0,demo,positive,2025-05-17
679,52,0,visit,neutral,2025-04-18
680,52,0,visit,negative,2025-06-11
681,52,0,webinar,neutral,2024-11-19
682,52,0,email,neutral,2025-08-14
683,52,0,visit,positive,2025-03-22
684,52,0,visit,neutral,2025-03-30
685,52,0,email,neutral,2025-03-21
686,52,0,webinar,neutral,2025-03-10
687,52,0,call,neutral,2024-11-15
688,52,0,visit,positive,2025-05-07
689,52,0,call,positive,2024-11-02
690,52,0,webinar,positive,2025-02-08
691,52,0,webinar,positive,2024-12-13
692,52,0,visit,negative,2025-01-07
693,52,0,email,negative,2025-03-06
694,52,0,email,negative,2025-04-23
695,52,0,call,neutral,2024-09-14
696,52,0,visit,positive,2025-07-10
697,52,0,demo,neutral,2025-08-28
698,52,0,webinar,positive,2024-10-27
699,52,0,webinar,neutral,2025-02-27
700,52,0,call,negative,2024-11-17
701,53,0,email,positive,2025-05-18
702,53,0,webinar,negative,2025-02-17
703,53,0,email,positive,2025-08-13
704,53,0,call,negative,2024-11-11
705,53,0,email,neutral,2024-09-24
706,53,0,demo,positive,2025-03-01
707,53,0,visit,neutral,2025-04-08
708,53,0,demo,positive,2024-10-08
709,53,0,visit,positive,2025-01-09
710,53,0,webinar,neutral,2025-06-08
711,53,0,call,positive,2025-05-19
712,53,0,demo,positive,2025-03-04
713,54,0,call,positive,2025-05-23
714,54,0,visit,neutral,2025-02-18
715,54,0,webinar,neutral,2025-06-01
716,54,0,email,neutral,2025-07-04
717,54,0,demo,neutral,2024-12-25
718,54,0,visit,neutral,2025-08-06
719,54,0,demo,neutral,2025-07-07
720,54,0,call,positive,2025-04-30
721,54,0,webinar,positive,2025-06-25
722,54,0,demo,neutral,2025-03-12
723,54,0,visit,positive,2025-06-18
