order_id,account_id,order_date,total_amount
73,15,2025-06-06,2744.732456559499
74,15,2025-01-18,6666.746265950374
75,16,2025-07-04,7962.215435139202
76,16,2025-06-12,8472.523274063402
77,16,2025-02-14,2111.244908699934
78,16,2024-10-30,6588.240221377167
79,17,2025-06-11,642.3952839221729
80,17,2025-05-25,2398.9842310297213
81,17,2025-07-13,5357.677583382177
82,17,2025-09-07,4501.526474150803
83,17,2024-12-03,10646.524640612148
84,17,2025-03-30,6241.376951570642
85,17,2025-03-02,4303.192010227294
86,18,2025-07-23,5018.0500413082145
87,18,2025-07-05,8495.92260664153
88,18,2024-10-02,9942.181992809989
89,19,2025-07-12,6768.640658106806
90,20,2025-06-26,4736.369772753138
91,20,2024-10-30,7597.90591525146
92,20,2025-08-29,5634.82919838515
93,20,2025-09-08,6472.300126981457
94,20,2025-05-16,8600.918774777965
95,20,2024-09-25,3932.905053286896
96,20,2025-04-18,6007.523770799071
97,20,2024-11-11,6148.657209155148
98,20,2024-09-19,5945.238475644352
99,21,2025-03-24,6355.3058028229525
100,21,2024-11-15,1512.7136595802085
101,21,2024-10-13,2863.6938743631836
102,22,2025-05-09,3547.9096052819714
103,22,2025-01-15,4994.240440470961
104,22,2025-01-28,6224.1085306438
105,22,2024-11-15,5393.081348580259
106,22,2025-06-24,1992.9680579275964
107,22,2025-05-28,4893.167791429727
108,22,2025-01-22,905.7750433953038
109,22,2025-05-31,2773.42371800769
110,22,2025-05-31,7773.073271562302
111,23,2025-07-24,4151.61275255729
112,23,2024-11-30,5669.366055218498
113,23,2025-01-25,6850.44259906934
114,23,2025-01-19,1875.2371021361846
115,23,2025-05-17,8314.037646207591
116,23,2025-05-23,749.4737222093781
117,23,2025-01-15,6331.438128149313
118,24,2024-10-02,407.8542282298804
119,24,2025-02-21,7206.749277285121
120,24,2025-07-07,6123.159355118789
121,24,2025-02-11,787.1927057277526
122,24,2025-08-25,5993.120464988587
123,24,2024-12-15,6812.93719341645
124,25,2025-03-30,3551.6295238260655
125,25,2025-03-02,7611.66682825918
126,25,2025-05-02,10383.110163801077
127,25,2024-10-03,8944.423614517715
128,25,2025-04-20,6058.1604890790295
129,25,2025-04-17,7300.468615352731
130,25,2025-02-09,5392.292563734633
131,26,2025-05-13,4822.152061922204
132,26,2025-04-11,2812.1391908790156
133,26,2025-01-01,6901.731133201227
134,26,2025-04-15,5008.9798735998675
135,26,2024-11-16,7010.23772660657
136,28,2025-01-16,7268.744490889418
137,29,2025-09-01,1295.5607392655643
138,29,2024-11-24,3497.7657687292517
139,29,2025-06-29,200.0
140,30,2025-06-12,1936.8645179650343
141,30,2025-07-09,4178.448483361289
142,30,2025-07-24,3989.5040970782215
143,30,2025-05-31,6019.626083578111
144,30,2025-05-30,5948.143611932859
145,30,2024-12-16,6848.404004006715
146,30,2025-06-28,1323.8600253323293
147,31,2024-10-01,1540.6301934684216
148,31,2024-12-15,4986.101083326964
149,31,2025-06-09,8136.59682436904
150,31,2024-12-25,5608.325144757102
151,31,2024-09-23,3498.916767809301
152,31,2025-02-25,3416.2470880270594
153,31,2025-08-31,4995.822045669954
154,32,2025-02-01,3326.685962031729
155,32,2025-07-07,7032.204106076907
156,32,2024-10-07,2135.6245486075354
157,32,2024-11-05,7095.699036114515
158,32,2025-02-25,5305.777662117973
159,32,2024-11-21,2422.38194427329
160,32,2025-05-12,3387.0122692909326
161,32,2024-10-01,2133.1244977958063
162,32,2024-10-12,6312.53674585961
163,34,2024-09-16,5328.943263722026
164,34,2024-12-08,12335.390435176749
165,34,2025-01-27,9416.0436994704
166,34,2025-03-29,5449.52724196184
167,34,2025-01-24,5355.043740164613
168,34,2025-05-28,6334.180454585699
169,34,2025-05-01,9362.150544372374
170,35,2025-01-15,8396.703716537744
171,35,2024-11-20,3066.898639360931
172,35,2025-04-30,1784.1123431293422
173,35,2025-09-06,6365.07116104256
174,36,2024-11-11,4767.9314605374375
175,37,2024-12-05,1656.1491107962197
176,37,2025-07-29,221.61722083541736
177,37,2025-04-21,2261.366039843518
178,37,2024-10-04,8957.039593224188
179,37,2025-07-15,13427.63258368851
180,37,2024-10-28,9305.90046993632
181,38,2025-01-24,4546.257059760873
182,38,2025-08-14,6297.783355178457
183,38,2025-06-11,5331.187176836655
184,38,2025-06-03,3775.0005115199924
185,38,2025-03-30,369.124392433755
186,38,2025-07-30,6959.734649843681
187,38,2025-07-15,3211.7333010315
188,38,2025-04-09,5025.516880169461
189,38,2025-05-26,5541.091829079194
190,39,2025-09-08,8678.878866946849
191,39,2024-09-17,9737.556508944896
192,39,2025-01-06,7920.99053403227
193,39,2024-12-21,8725.879990441434
194,39,2025-05-25,6842.297531337871
195,39,2025-03-27,6795.0411412246485
196,40,2025-01-10,1707.9869763588695
197,40,2025-05-15,932.5580866203381
198,40,2024-11-30,2616.201634624835
199,41,2025-04-12,7520.660488082593
200,41,2025-06-16,4184.976848938123
201,41,2024-12-14,1543.2534761696975
202,41,2025-06-21,5306.093891721723
203,41,2024-10-23,5236.966149020029
204,41,2024-10-15,3916.1887249896636
205,41,2025-08-05,6056.103415408773
206,41,2025-05-31,6350.951834131439
207,41,2025-08-15,5009.325650556911
208,43,2024-11-07,4447.472760454335
209,43,2024-12-04,4189.534611988712
210,43,2024-12-14,4704.661993076361
211,43,2024-11-17,4268.311669467987
212,45,2025-06-04,4210.779726630942
213,45,2024-11-17,2942.4419714700716
214,45,2025-08-24,4505.186673811344
215,45,2025-08-06,8865.332747954757
216,45,2025-02-10,5111.68350926473
217,45,2025-06-08,4733.610656862497
218,45,2025-02-27,10156.385009149577
219,45,2024-12-13,1958.8321802536548
220,46,2025-06-22,3370.4875068316587
221,46,2025-01-19,7070.313274292037
222,46,2024-12-13,6419.261594082425
223,46,2025-05-10,8057.131079725287
224,47,2025-08-24,5552.1734938146965
225,48,2025-01-01,5817.935790296387
226,48,2024-09-18,3315.550919651349
227,48,2025-07-06,5331.839367736033
228,48,2025-03-31,5004.019540263461
229,48,2024-10-01,2352.6163856202593
230,48,2024-09-23,746.9474895212907
231,48,2025-01-30,3910.218057293583
232,48,2025-06-21,4236.175490701909
233,49,2024-12-19,2044.525903067521
234,49,2024-12-15,12372.272276227675
235,50,2025-04-28,3764.751746946052
236,50,2024-12-27,3909.2501290796035
237,50,2024-10-09,724.3912396758005
238,50,2025-02-05,4649.359440774428
239,50,2025-05-28,4745.448405013971
240,51,2025-08-02,2714.076625069227
241,51,2024-11-16,5445.881285908493
242,51,2024-12-12,6252.415876226043
243,51,2025-06-03,1038.533047528888
244,52,2025-02-18,2599.364910194449
245,52,2024-11-09,4968.083970145421
246,52,2025-08-16,870.8375027661559
247,52,2025-02-06,6096.091226191303
248,53,2024-12-03,4577.0363076667445
249,53,2025-07-09,9595.336671803158
250,53,2024-11-15,4230.037650800741
251,53,2025-03-22,7250.365436410833
252,53,2025-05-09,10881.453802349082
253,53,2025-06-23,1316.0003575325077
254,53,2025-05-23,9454.756360201553
255,53,2025-01-08,1825.1568474870883
256,54,2025-06-26,3541.4176079028593
257,54,2025-03-05,4692.809880166711
258,54,2025-07-07,3048.3091387832237
259,54,2025-07-06,2862.988806761874
260,55,2025-06-13,11844.898631828186
261,55,2025-08-20,5892.533213556665
262,55,2024-10-10,3532.7675956432286
263,56,2024-11-25,2859.3380558889353
264,56,2024-10-25,2955.125004757606
265,56,2024-12-12,431.85603994118446
266,56,2025-08-01,1749.3513338548228
267,56,2025-04-15,8974.867038144892
268,56,2025-07-27,4866.691496886937
269,57,2024-11-18,6232.947730702626
270,58,2024-09-16,2297.3090140862746
271,59,2025-04-17,7186.142702223038
272,59,2025-03-24,6678.621111848499
273,60,2024-10-15,3351.3421366097514
274,60,2024-11-23,1631.694703187015
275,60,2025-05-14,5259.516625764385
276,60,2025-03-13,5981.029606367944
277,60,2024-11-27,5079.756023978296
278,60,2025-02-11,6711.611108415456
279,60,2025-06-23,9655.640360367466
280,60,2025-07-01,8830.94249659413
281,60,2025-08-28,10050.758628614069
